iterations,groundtruth_num,num_detections,nms_threshold,confidence_threshold,precision,recall,f1_score
1,81,264624,0.5,0.4,0.0003488120521187021,0.9753086419753086,0.0006973746932434103
2,81,350633,0.5,0.4,0.0003331126637628238,0.9753086419753086,0.000665997858690429
