iterations,groundtruth_num,num_detections,nms_threshold,confidence_threshold,precision,recall,f1_score
1,81,75,0.5,0.4,0.8181818181818182,0.6666666666666666,0.7346938775510203
2,81,70,0.5,0.4,0.8387096774193549,0.6419753086419753,0.7272727272727273
3,81,67,0.5,0.4,0.8333333333333334,0.6790123456790124,0.7482993197278912
4,81,209,0.5,0.4,0.2878787878787879,0.7037037037037037,0.40860215053763443
5,81,534,0.5,0.4,0.1163895486935867,0.6049382716049383,0.19521912350597612
