iterations,groundtruth_num,num_detections,nms_threshold,confidence_threshold,precision,recall,f1_score
1,65,68,0.4,0.4,0.828125,0.8153846153846154,0.8217054263565892
2,65,68,0.4,0.4,0.828125,0.8153846153846154,0.8217054263565892
