iterations,groundtruth_num,num_detections,nms_threshold,confidence_threshold,precision,recall,f1_score
1,1787,1777,0.5,0.4,0.7787965616045845,0.7677672076105204,0.7732425565656225
2,1787,1497,0.5,0.4,0.824966078697422,0.6838276440962507,0.7477955422699296
3,1787,1662,0.5,0.4,0.7659831121833535,0.710688304420817,0.737300435413643
4,1787,1577,0.5,0.4,0.8021766965428937,0.7062115277000559,0.7511414120662033
5,1787,1540,0.5,0.4,0.796148738379814,0.6782316731952994,0.7324748575122514
