iterations,groundtruth_num,num_detections,nms_threshold,confidence_threshold,precision,recall,f1_score
1,1787,1811,0.5,0.4,0.760353396,0.770565193,0.765425236
2,1787,1306,0.5,0.4,0.825384615,0.602126469,0.696297114
3,1787,1331,0.5,0.4,0.799846035,0.589255736,0.678587954
4,1787,1480,0.5,0.4,0.68442623,0.565193061,0.619121293
5,1787,1067,0.5,0.4,0.81195757,0.476776721,0.600779339
