iterations,groundtruth_num,num_detections,nms_threshold,confidence_threshold,precision,recall,f1_score
1,1787,1789,0.5,0.4,0.7636674259681093,0.7543368774482373,0.758973476184828
2,1787,1491,0.5,0.4,0.7916950306330838,0.6580861779518746,0.7187340458376305
3,1787,1534,0.5,0.4,0.7471872931833223,0.6362618914381645,0.6872775750696688
