iterations,groundtruth_num,num_detections,nms_threshold,confidence_threshold,precision,recall,f1_score
1,81,71,0.5,0.4,0.8253968253968254,0.6419753086419753,0.7222222222222222
2,81,70,0.5,0.4,0.7692307692307693,0.6172839506172839,0.684931506849315
3,81,673,0.5,0.4,0.08668076109936575,0.5061728395061729,0.148014440433213
4,81,90,0.5,0.4,0.5942028985507246,0.5061728395061729,0.5466666666666666
5,81,168896,0.5,0.4,0.0005350601599692684,0.9629629629629629,0.001069526049129639
