iterations,groundtruth_num,num_detections,nms_threshold,confidence_threshold,precision,recall,f1_score
1,81,73,0.5,0.4,0.8695652173913043,0.7407407407407407,0.7999999999999999
2,81,78,0.5,0.4,0.8450704225352113,0.7407407407407407,0.7894736842105262
3,81,127,0.5,0.4,0.43548387096774194,0.6666666666666666,0.526829268292683
4,81,459,0.5,0.4,0.12871287128712872,0.6419753086419753,0.21443298969072166
5,81,83,0.5,0.4,0.7283950617283951,0.7283950617283951,0.7283950617283951
