iterations,groundtruth_num,num_detections,nms_threshold,confidence_threshold,precision,recall,f1_score
1,1787,1666,0.5,0.4,0.784409257003654,0.7241186345831002,0.753059142364773
2,1787,1687,0.5,0.4,0.6385033192516596,0.5965304980414102,0.6168036821357789
3,1787,2061,0.5,0.4,0.499500998003992,0.566312255176273,0.5308125711486087
4,1787,1057,0.5,0.4,0.39296187683284456,0.22999440402909904,0.2901617190319513
